,Datetime,Tweet Id,Username,Likes,Retweets,Text,token,tweet_tokens_WSW,tweet_tokens_stemmed
25,2023-03-15 05:36:56+00:00,1635877719069298689,0xptimism,0,0,@leviosvar @sweenpi @hpyyvrss semoga bisa bigwin sebelum ramadhan 🫶,"['semoga', 'bisa', 'bigwin', 'sebelum', 'ramadhan']","['semoga', 'bigwin', 'ramadhan']","['moga', 'bigwin', 'ramadhan']"
26,2023-03-15 05:36:52+00:00,1635877704682835969,RamadhanBigmoon,0,0,Makan makan,"['makan', 'makan']","['makan', 'makan']","['makan', 'makan']"
27,2023-03-15 05:36:49+00:00,1635877692762652673,rhuedhie,0,0,@poponkerok Nyambut ramadhan bang pon 😌 https://t.co/GmtMEWFMcK,"['nyambut', 'ramadhan', 'bang', 'pon']","['nyambut', 'ramadhan', 'bang', 'pon']","['nyambut', 'ramadhan', 'bang', 'pon']"
28,2023-03-15 05:36:29+00:00,1635877607978971137,rdkugm,0,0,"[AFTER REPORT PREMIERE LAUNCHING RDK 1444 H]

Assalamualaikum Sobat RDK! 

Tak terasa ya bulan suci ramadan sudah semakin dekat kini tinggal menghitung hari. Dan salah satu serangkaian acara dari Ramadhan di Kampus UGM pun sudah terlaksana yaitu Premier Launching https://t.co/CJPPJOii6g","['after', 'report', 'premiere', 'launching', 'rdk', 'assalamualaikum', 'sobat', 'rdk', 'tak', 'terasa', 'ya', 'bulan', 'suci', 'ramadan', 'sudah', 'semakin', 'dekat', 'kini', 'tinggal', 'menghitung', 'hari', 'dan', 'salah', 'satu', 'serangkaian', 'acara', 'dari', 'ramadhan', 'di', 'kampus', 'ugm', 'pun', 'sudah', 'terlaksana', 'yaitu', 'premier', 'launching']","['after', 'report', 'premiere', 'launching', 'rdk', 'assalamualaikum', 'sobat', 'rdk', 'suci', 'ramadan', 'tinggal', 'menghitung', 'salah', 'serangkaian', 'acara', 'ramadhan', 'kampus', 'ugm', 'terlaksana', 'premier', 'launching']","['after', 'report', 'premiere', 'launching', 'rdk', 'assalamualaikum', 'sobat', 'rdk', 'suci', 'ramadan', 'tinggal', 'hitung', 'salah', 'rangkai', 'acara', 'ramadhan', 'kampus', 'ugm', 'laksana', 'premier', 'launching']"
29,2023-03-15 05:36:23+00:00,1635877584000135169,winskrg,0,0,@cehlos Mau cash buat bekal ramadhan,"['mau', 'cash', 'buat', 'bekal', 'ramadhan']","['cash', 'bekal', 'ramadhan']","['cash', 'bekal', 'ramadhan']"
30,2023-03-15 05:36:19+00:00,1635877565629079552,zezecutee,0,0,Minggu depan udah ramadhan 🥺,"['minggu', 'depan', 'udah', 'ramadhan']","['minggu', 'udah', 'ramadhan']","['minggu', 'udah', 'ramadhan']"
31,2023-03-15 05:35:59+00:00,1635877480660893698,NinaAbdulRahman,0,0,"Assalamualaikum &amp; hi korang. 
Untuk jumaat terakhir sebelum masuk bulan ramadhan ni maka ini slot akhir kita buka untuk infaq di masjid selepas solat jumaat. 

Yang nak join boleh wasap Nina ye 🥰
https://t.co/QiS0QsuDWN 

#TEPUNGPELITAKETAGIH https://t.co/yP7RWIGW9s","['assalamualaikum', 'amp', 'hi', 'korang', 'untuk', 'jumaat', 'terakhir', 'sebelum', 'masuk', 'bulan', 'ramadhan', 'ni', 'maka', 'ini', 'slot', 'akhir', 'kita', 'buka', 'untuk', 'infaq', 'di', 'masjid', 'selepas', 'solat', 'jumaat', 'yang', 'nak', 'join', 'boleh', 'wasap', 'nina', 'ye']","['assalamualaikum', 'hi', 'korang', 'jumaat', 'masuk', 'ramadhan', 'ni', 'slot', 'buka', 'infaq', 'masjid', 'selepas', 'solat', 'jumaat', 'nak', 'join', 'wasap', 'nina', 'ye']","['assalamualaikum', 'hi', 'korang', 'jumaat', 'masuk', 'ramadhan', 'ni', 'slot', 'buka', 'infaq', 'masjid', 'lepas', 'solat', 'jumaat', 'nak', 'join', 'wasap', 'nina', 'ye']"
32,2023-03-15 05:35:51+00:00,1635877447483932672,RioRifqiR,0,0,"@OnJu17 @GoldMine82 @persebayaupdate Feeling ku sing bek tengah asing iku sing jarene sak negara ne Ze 
Lek sing striker feeling ku sing rumor e pemain negara paraguay pengganti ne Victor","['feeling', 'ku', 'sing', 'bek', 'tengah', 'asing', 'iku', 'sing', 'jarene', 'sak', 'negara', 'ne', 'ze', 'lek', 'sing', 'striker', 'feeling', 'ku', 'sing', 'rumor', 'pemain', 'negara', 'paraguay', 'pengganti', 'ne', 'victor']","['feeling', 'ku', 'sing', 'bek', 'asing', 'iku', 'sing', 'jarene', 'sak', 'negara', 'ne', 'ze', 'lek', 'sing', 'striker', 'feeling', 'ku', 'sing', 'rumor', 'pemain', 'negara', 'paraguay', 'pengganti', 'ne', 'victor']","['feeling', 'ku', 'sing', 'bek', 'asing', 'iku', 'sing', 'jarene', 'sak', 'negara', 'ne', 'ze', 'lek', 'sing', 'striker', 'feeling', 'ku', 'sing', 'rumor', 'main', 'negara', 'paraguay', 'ganti', 'ne', 'victor']"
33,2023-03-15 05:35:40+00:00,1635877403196264450,nu_online,1,0,"Sudahkah Anda siap menyambut Ramadhan? Berikut 7 fitur favorit di NU Online Super App yang bisa menemani ibadahmu di bulan penuh berkah ini.

Download segera di sini: https://t.co/RaNF6Fzk6E

#nahdlatululama #nuonline #ramadhan #aplikasikeislaman https://t.co/glAqPGsuBF","['sudahkah', 'anda', 'siap', 'menyambut', 'ramadhan', 'berikut', 'fitur', 'favorit', 'di', 'nu', 'online', 'super', 'app', 'yang', 'bisa', 'menemani', 'ibadahmu', 'di', 'bulan', 'penuh', 'berkah', 'ini', 'download', 'segera', 'di', 'sini']","['menyambut', 'ramadhan', 'fitur', 'favorit', 'nu', 'online', 'super', 'app', 'menemani', 'ibadahmu', 'penuh', 'berkah', 'download']","['sambut', 'ramadhan', 'fitur', 'favorit', 'nu', 'online', 'super', 'app', 'tani', 'ibadah', 'penuh', 'berkah', 'download']"
34,2023-03-15 05:35:29+00:00,1635877358094929922,AljawiRamadhan,0,0,"JODOH itu boleh jadi ujian seperti surat Al-furqan ayat 20. Contohnya: Fir'aun dijodohkan dengan Asiah istri yang shalihah Dan boleh  jadi cerminan dari diri sendiri.contohnya seperti Aisyah Ra dan Rasulullah ﷺ 

#Muhasabahcinta 💕
#Munajatcinta
#istikharahcinta","['jodoh', 'itu', 'boleh', 'jadi', 'ujian', 'seperti', 'surat', 'alfurqan', 'ayat', 'contohnya', 'firaun', 'dijodohkan', 'dengan', 'asiah', 'istri', 'yang', 'shalihah', 'dan', 'boleh', 'jadi', 'cerminan', 'dari', 'diri', 'sendiricontohnya', 'seperti', 'aisyah', 'ra', 'dan', 'rasulullah']","['jodoh', 'ujian', 'surat', 'alfurqan', 'ayat', 'contohnya', 'firaun', 'dijodohkan', 'asiah', 'istri', 'shalihah', 'cerminan', 'sendiricontohnya', 'aisyah', 'ra', 'rasulullah']","['jodoh', 'uji', 'surat', 'alfurqan', 'ayat', 'contoh', 'firaun', 'jodoh', 'asiah', 'istri', 'shalihah', 'cermin', 'sendiricontohnya', 'aisyah', 'ra', 'rasulullah']"
35,2023-03-15 05:35:19+00:00,1635877313362395136,Ijusu1,0,0,Menyambut Bulan Ramadhan Polda Sumut Bersama Polres Binjai Dan TNI BNN Gerebek Penyakit Masyarakat https://t.co/Aj1Ldpuuqk,"['menyambut', 'bulan', 'ramadhan', 'polda', 'sumut', 'bersama', 'polres', 'binjai', 'dan', 'tni', 'bnn', 'gerebek', 'penyakit', 'masyarakat']","['menyambut', 'ramadhan', 'polda', 'sumut', 'polres', 'binjai', 'tni', 'bnn', 'gerebek', 'penyakit', 'masyarakat']","['sambut', 'ramadhan', 'polda', 'sumut', 'polres', 'binjai', 'tni', 'bnn', 'gerebek', 'sakit', 'masyarakat']"
36,2023-03-15 05:34:57+00:00,1635877222669225984,fadlicuy,0,0,@fairuz_azamie @SeputarTetangga Bandung jg sama bang 😔,"['azamie', 'bandung', 'jg', 'sama', 'bang']","['azamie', 'bandung', 'jg', 'bang']","['azamie', 'bandung', 'jg', 'bang']"
37,2023-03-15 05:34:45+00:00,1635877171880423428,MD_210421,0,0,semoga bisa win sebelum ramadhan,"['semoga', 'bisa', 'win', 'sebelum', 'ramadhan']","['semoga', 'win', 'ramadhan']","['moga', 'win', 'ramadhan']"
38,2023-03-15 05:34:45+00:00,1635877170580189184,fajaronline,0,0,"Menilik Peluang Ramadhan Sananta Jadi Pilihan Utama Timnas Indonesia, Pengamat: Kesempatannya Cukup Besar Kali Ini https://t.co/nxLGDUrLVM #PSMMakassar #RamadhanSananta #TimnasIndonesia","['menilik', 'peluang', 'ramadhan', 'sananta', 'jadi', 'pilihan', 'utama', 'timnas', 'indonesia', 'pengamat', 'kesempatannya', 'cukup', 'besar', 'kali', 'ini']","['menilik', 'peluang', 'ramadhan', 'sananta', 'pilihan', 'utama', 'timnas', 'indonesia', 'pengamat', 'kesempatannya', 'kali']","['tilik', 'peluang', 'ramadhan', 'sananta', 'pilih', 'utama', 'timnas', 'indonesia', 'amat', 'sempat', 'kali']"
39,2023-03-15 05:34:41+00:00,1635877153995628545,humaspolseksed1,0,0,"Polsek Sedayu gelar pengajian dan doa bersama menyambut datangnya bulan suci Ramadhan, rabu 15/3/2023
#polisisantri 
#temanpolisi https://t.co/oBKMFYwx7v","['polsek', 'sedayu', 'gelar', 'pengajian', 'dan', 'doa', 'bersama', 'menyambut', 'datangnya', 'bulan', 'suci', 'ramadhan', 'rabu']","['polsek', 'sedayu', 'gelar', 'pengajian', 'doa', 'menyambut', 'datangnya', 'suci', 'ramadhan', 'rabu']","['polsek', 'dayu', 'gelar', 'aji', 'doa', 'sambut', 'datang', 'suci', 'ramadhan', 'rabu']"
40,2023-03-15 05:34:24+00:00,1635877081749020674,RakBukuB,0,0,buku yang akan aku baca di Bulan Ramadhan https://t.co/x5jXkHIg0U,"['buku', 'yang', 'akan', 'aku', 'baca', 'di', 'bulan', 'ramadhan']","['buku', 'baca', 'ramadhan']","['buku', 'baca', 'ramadhan']"
41,2023-03-15 05:34:10+00:00,1635877025129938944,HamzaBakar17,0,0,@FauzKhalid @DrAhmedKalebi @Gogo_Boys_FC Ya barisheba,"['boysfc', 'ya', 'barisheba']","['boysfc', 'barisheba']","['boysfc', 'barisheba']"
42,2023-03-15 05:33:59+00:00,1635876977256304640,dionesaababa1,0,0,"Pastikan pasokan bbm aman jelang ramadhan dan idul fitri, pertamina bentuk tim satgas utk berkordinasi 
#TepatSasaran #TepatGuna @Pertamina @KemenBUMN @erickthohir https://t.co/o1x2sIw8K1","['pastikan', 'pasokan', 'bbm', 'aman', 'jelang', 'ramadhan', 'dan', 'idul', 'fitri', 'pertamina', 'bentuk', 'tim', 'satgas', 'utk', 'berkordinasi']","['pastikan', 'pasokan', 'bbm', 'aman', 'jelang', 'ramadhan', 'idul', 'fitri', 'pertamina', 'bentuk', 'tim', 'satgas', 'berkordinasi']","['pasti', 'pasok', 'bbm', 'aman', 'jelang', 'ramadhan', 'idul', 'fitri', 'pertamina', 'bentuk', 'tim', 'satgas', 'berkordinasi']"
43,2023-03-15 05:33:57+00:00,1635876969203245056,ashikinsuhaimi,0,0,"InsyaAllah, 8 hari lagi kita akan menyambut bulan Ramadan. 

“Ya Allah berkatilah bagi kami dalam bulan  Sya'ban dan sampaikanlah kami ke bulan Ramadhan.” https://t.co/9cTJ3wyrxp","['insyaallah', 'hari', 'lagi', 'kita', 'akan', 'menyambut', 'bulan', 'ramadan', 'ya', 'allah', 'berkatilah', 'bagi', 'kami', 'dalam', 'bulan', 'syaban', 'dan', 'sampaikanlah', 'kami', 'ke', 'bulan', 'ramadhan']","['insyaallah', 'menyambut', 'ramadan', 'allah', 'berkatilah', 'syaban', 'sampaikanlah', 'ramadhan']","['insyaallah', 'sambut', 'ramadan', 'allah', 'kati', 'syaban', 'sampai', 'ramadhan']"
44,2023-03-15 05:33:31+00:00,1635876859840970752,berhijabmerah,0,0,Sebuah antisipasi lonjakan harga pangan menjelang ramadhan 🤩 https://t.co/mXsbPS8R6R,"['sebuah', 'antisipasi', 'lonjakan', 'harga', 'pangan', 'menjelang', 'ramadhan']","['antisipasi', 'lonjakan', 'harga', 'pangan', 'menjelang', 'ramadhan']","['antisipasi', 'lonjak', 'harga', 'pangan', 'jelang', 'ramadhan']"
