Datetime,Tweet Id,Username,Likes,Retweets,Text
2023-03-15 05:27:48+00:00,1635875423925207040,goatamine,0,0,"bentar lagi ramadhan, jadi gak sabar liat NCT di acara sahur"
2023-03-15 05:27:15+00:00,1635875285634789377,mhankumiz,0,0,"@Vegarifi I see, coba saya cek dulu deh. Nuhun infonya maskuh 🫶"
2023-03-15 05:26:40+00:00,1635875138834157570,iqbalabqi,0,0,"@kaxura5 @vvotanet Dia yang nge react dia yang nangis :"") wkwkw"
2023-03-15 05:26:39+00:00,1635875131699625984,alfa_ahmad,6,3,"Andai bisa meniru gaya usaha Alm. Ayah, selama puasa libur.
Kalo ada rezeki lebih ambil umroh 40 hr selama ramadhan, pulang pas syawal.

'mending fokus ibadah.
blm tentu ada umur sampai puasa depan.
umur manusia umumnya hny 60 thn, selebihnya bonus'

Usia 62 thn, beliau meninggal"
2023-03-15 05:26:28+00:00,1635875088624132097,iMasjidPonorogo,0,0,"Ustadz Dr Daud Rasyid | “Ramadhan,  Apa Yang Engkau Persiapkan Menyambut... https://t.co/buFKluVIbr via @YouTube"
2023-03-15 05:26:27+00:00,1635875081791631361,niteatjacuzzi,0,0,"ntar pas Ramadhan dia ke sini ga ya ajg, kalo ngga ntar gua gada temen pushrank sampe sahur"
2023-03-15 05:26:23+00:00,1635875067832963074,kyoland0,0,0,"cuaca hujan dan dingin bikin mood jadi bagus, yang biasanya badmood kerjaan banyak tapi sekarang menikmati sambil dengerin lagu natal padahal bentar lagi bulan ramadhan, gata2 pungguang sabalah"
2023-03-15 05:26:22+00:00,1635875061080150016,mhankumiz,0,0,@codeerror_ Jangan ketawa andaaaaaaaa
2023-03-15 05:26:07+00:00,1635875000266928128,mhankumiz,0,0,@oktavwp Serandom hatimu saat ini tidack???
2023-03-15 05:26:06+00:00,1635874993308581889,yuk_ramadhan,0,0,@jihanicorn Akuuuuuuuuuu tp On nya selalu telat🤣
2023-03-15 05:25:56+00:00,1635874952409915392,Adiieth_,0,0,"@Outstandjing Disini juga ada, uda legend banget. 1 minggu sebelum ramadhan tutup. 2-4 minggu setelah lebaran baru buka lagi. Bulek rawonnya bilang liburan sebulan dua bulan doang dalam setaun. Nikmatin hidup, nikmatin ramadhan, nikmatin kumpul keluarga di kampung."
2023-03-15 05:25:27+00:00,1635874831387467777,LppTenggarong,0,0,MENJELANG BULAN RAMADHAN KALAPAS PEREMPUAN TENGGARONG MEMBERIKAN PENGARAHAN KEPADA JAJARAN PETUGAS PENGAMANAN https://t.co/DovSCnKsFW
2023-03-15 05:24:32+00:00,1635874601766129664,noraS631256,0,0,@AimanMoeis @RajaMohdShahrim Sbb dia x pernah mohon la. Tauliah tu kena mohon. Bkn boleh bagi mcm lesen sementara bazar ramadhan
2023-03-15 05:24:22+00:00,1635874560649175041,Utaratimes,0,0,"Apa itu Munggahan? Inilah 7 Tradisi yang Umumnya dilakukan Jelang Ramadhan, Ada Megengan https://t.co/sv7z7kRlPN"
2023-03-15 05:24:14+00:00,1635874523852713985,jimboyaaaa,0,0,@indomyfess kita doakan sja ime di bulan ramadhan merenung dn brusaha tuk mmperbaiki smuany
2023-03-15 05:24:12+00:00,1635874516131004416,RendyOktaviant3,0,0,"@Outstandjing Biasa aja nih, warung madura di tempat ane (Sidoarjo) kalau Ramadhan tutup 1.5bulan sampe lebaran (gak semua).
Warung bebek purnama madura pas idul adha juga mostly libur 2 bulan.

Langganan mie ayam di Balikpapan (orang wonogiri) kalau akhir taun libur 3 bulan sampe awal taun"
2023-03-15 05:24:10+00:00,1635874507813715968,fallingfwd_,0,0,"@Will_Rames ""Kapan ya invasi zombie dan kaiju?"" https://t.co/yPJHshZrzp"
2023-03-15 05:24:03+00:00,1635874480915623939,AchoNockeRz,0,0,"@bianca125547620 Saya sebagai warga negara, tepatnya karang taruna rt 001 rw 050 mengucapkan selamat datang bulan suci ramadhan 1444H"
2023-03-15 05:23:41+00:00,1635874388066304000,NiaRamasteril,0,0,"VIRAL !!!! PEMPEK JADI SOROTAN MAKANAN INI TERBAIK KE 4 SEDUNIA https://t.co/PWKArGo2g0 

#viralindo #viralnews #Pempek"
2023-03-15 05:23:30+00:00,1635874340200927232,rmdhan_winner,0,0,@bulbulkun @itsomgbeauty Mau OMG Serum Tanpa Tapi
2023-03-15 05:23:10+00:00,1635874256407130113,Fitrahrahmatika,0,0,@convomfs Udah keluar lagi nih meme legend😭🤣 Pertanda bulan ramadhan sudah dekat😭😭😭
2023-03-15 05:23:07+00:00,1635874242163257344,CentralMarketKL,0,0,"Usik-mengusik. Riang gumbira. Malar segar. Menggamit memori. Nostalgik. Inilah Ramadhan Raya di @CentralMarketKL

#CentralMarketKualaLumpur #PasarSeniStarterPack #disinilahirnyaCinta #pasarseni #centralmarket #kualalumpur #kualalumpurmalaysia #Raya2023 https://t.co/kW6PXpB1i7"
2023-03-15 05:23:04+00:00,1635874232960688128,Utaratimes,0,0,"20 Contoh Tema Pesantren Kilat 2023, Kreatif, Menarik dan Mencerminkan Semangat Ramadhan 1444 H https://t.co/RSneCWvnV5"
